state.to	state.from	total	statecode.to	statecode.from
Indiana	District of Columbia 	71	IN	DC
Indiana	Florida	7523	IN	FL
Indiana	Georgia	3710	IN	GA
Indiana	Hawaii	405	IN	HI
Indiana	Idaho	1176	IN	ID
Indiana	Illinois	34221	IN	IL
Indiana	Indiana	0	IN	IN
Indiana	Iowa	514	IN	IA
Indiana	Kansas	1037	IN	KS
Indiana	Kentucky	13386	IN	KY
Indiana	Louisiana	968	IN	LA
Indiana	Maine	698	IN	ME
Indiana	Maryland	811	IN	MD
Indiana	Massachusetts	1172	IN	MA
Indiana	Michigan	11465	IN	MI
Indiana	Minnesota	1620	IN	MN
Indiana	Mississippi	646	IN	MS
Indiana	Missouri	3176	IN	MO
Indiana	Montana	970	IN	MT
Indiana	Nebraska	874	IN	NE
Indiana	Nevada	2359	IN	NV
Indiana	New Hampshire	116	IN	NH
Indiana	New Jersey	2120	IN	NJ
Indiana	New Mexico	802	IN	NM
Indiana	New York	3175	IN	NY
Indiana	North Carolina	2802	IN	NC
Indiana	North Dakota	887	IN	ND
Indiana	Ohio	12940	IN	OH
Indiana	Oklahoma	1244	IN	OK
Indiana	Oregon	100	IN	OR
Indiana	Pennsylvania	2827	IN	PA
Indiana	Rhode Island	166	IN	RI
Indiana	South Carolina	577	IN	SC
Indiana	South Dakota	130	IN	SD
Indiana	Tennessee	3491	IN	TN
Indiana	Texas	5878	IN	TX
Indiana	Utah	709	IN	UT
Indiana	Vermont	168	IN	VT
Indiana	Virginia	2886	IN	VA
Indiana	Washington	1210	IN	WA
Indiana	West Virginia	29	IN	WV
Indiana	Wisconsin	3193	IN	WI
Indiana	Wyoming	172	IN	WY
Iowa	Alabama	285	IA	AL
Iowa	Alaska	734	IA	AK
Iowa	Arizona	3069	IA	AZ
Iowa	Arkansas	1926	IA	AR
Iowa	California	2899	IA	CA
Iowa	Colorado	2158	IA	CO
Iowa	Connecticut	173	IA	CT
Iowa	Delaware	0	IA	DE
Iowa	District of Columbia 	112	IA	DC
Iowa	Florida	3498	IA	FL
Iowa	Georgia	1449	IA	GA
Iowa	Hawaii	360	IA	HI
Iowa	Idaho	665	IA	ID
Iowa	Illinois	19702	IA	IL
Iowa	Indiana	1564	IA	IN
Iowa	Iowa	0	IA	IA
Iowa	Kansas	1090	IA	KS
Iowa	Kentucky	194	IA	KY
Iowa	Louisiana	604	IA	LA
Iowa	Maine	137	IA	ME
Iowa	Maryland	287	IA	MD
Iowa	Massachusetts	487	IA	MA
Iowa	Michigan	730	IA	MI
Iowa	Minnesota	8401	IA	MN
Iowa	Mississippi	433	IA	MS
Iowa	Missouri	4932	IA	MO
Iowa	Montana	123	IA	MT
Iowa	Nebraska	7216	IA	NE
Iowa	Nevada	659	IA	NV
Iowa	New Hampshire	269	IA	NH
Iowa	New Jersey	698	IA	NJ
Iowa	New Mexico	403	IA	NM
Iowa	New York	295	IA	NY
Iowa	North Carolina	852	IA	NC
Iowa	North Dakota	287	IA	ND
Iowa	Ohio	2013	IA	OH
Iowa	Oklahoma	1391	IA	OK
Iowa	Oregon	605	IA	OR
Iowa	Pennsylvania	154	IA	PA
Iowa	Rhode Island	95	IA	RI
Iowa	South Carolina	875	IA	SC
Iowa	South Dakota	1535	IA	SD
Iowa	Tennessee	1747	IA	TN
Iowa	Texas	4325	IA	TX
Iowa	Utah	77	IA	UT
Iowa	Vermont	95	IA	VT
Iowa	Virginia	834	IA	VA
Iowa	Washington	2086	IA	WA
Iowa	West Virginia	45	IA	WV
Iowa	Wisconsin	3140	IA	WI
Iowa	Wyoming	229	IA	WY
Kansas	Alabama	717	KS	AL
Kansas	Alaska	201	KS	AK
Kansas	Arizona	2079	KS	AZ
Kansas	Arkansas	1504	KS	AR
Kansas	California	6137	KS	CA
Kansas	Colorado	5327	KS	CO
Kansas	Connecticut	436	KS	CT
Kansas	Delaware	340	KS	DE
Kansas	District of Columbia 	125	KS	DC
Kansas	Florida	3364	KS	FL
Kansas	Georgia	2002	KS	GA
Kansas	Hawaii	457	KS	HI
Kansas	Idaho	76	KS	ID
Kansas	Illinois	2870	KS	IL
Kansas	Indiana	1470	KS	IN
Kansas	Iowa	2970	KS	IA
Kansas	Kansas	0	KS	KS
Kansas	Kentucky	1612	KS	KY
Kansas	Louisiana	458	KS	LA
Kansas	Maine	145	KS	ME
Kansas	Maryland	815	KS	MD
Kansas	Massachusetts	621	KS	MA
Kansas	Michigan	2205	KS	MI
Kansas	Minnesota	729	KS	MN
Kansas	Mississippi	20	KS	MS
Kansas	Missouri	21840	KS	MO
Kansas	Montana	6	KS	MT
Kansas	Nebraska	3138	KS	NE
Kansas	Nevada	460	KS	NV
Kansas	New Hampshire	189	KS	NH
Kansas	New Jersey	759	KS	NJ
Kansas	New Mexico	1425	KS	NM
Kansas	New York	1665	KS	NY
Kansas	North Carolina	1982	KS	NC
Kansas	North Dakota	7	KS	ND
Kansas	Ohio	1085	KS	OH
Kansas	Oklahoma	4626	KS	OK
Kansas	Oregon	673	KS	OR
Kansas	Pennsylvania	1412	KS	PA
Kansas	Rhode Island	0	KS	RI
Kansas	South Carolina	683	KS	SC
Kansas	South Dakota	95	KS	SD
Kansas	Tennessee	1928	KS	TN
Kansas	Texas	7577	KS	TX
Kansas	Utah	1767	KS	UT
Kansas	Vermont	0	KS	VT
Kansas	Virginia	1053	KS	VA
Kansas	Washington	1548	KS	WA
Kansas	West Virginia	160	KS	WV
Kansas	Wisconsin	189	KS	WI
Kansas	Wyoming	393	KS	WY
Kentucky	Alabama	1463	KY	AL
Kentucky	Alaska	237	KY	AK
Kentucky	Arizona	772	KY	AZ
Kentucky	Arkansas	516	KY	AR
Kentucky	California	4828	KY	CA
Kentucky	Colorado	1510	KY	CO
Kentucky	Connecticut	371	KY	CT
Kentucky	Delaware	391	KY	DE
Kentucky	District of Columbia 	211	KY	DC
Kentucky	Florida	7031	KY	FL
Kentucky	Georgia	4830	KY	GA
Kentucky	Hawaii	373	KY	HI
Kentucky	Idaho	0	KY	ID
Kentucky	Illinois	4776	KY	IL
Kentucky	Indiana	9982	KY	IN
Kentucky	Iowa	750	KY	IA
Kentucky	Kansas	1976	KY	KS
Kentucky	Kentucky	0	KY	KY
Kentucky	Louisiana	280	KY	LA
Kentucky	Maine	477	KY	ME
Kentucky	Maryland	2040	KY	MD
Kentucky	Massachusetts	1197	KY	MA
Kentucky	Michigan	2617	KY	MI
Kentucky	Minnesota	509	KY	MN
Kentucky	Mississippi	528	KY	MS
Kentucky	Missouri	1731	KY	MO
Kentucky	Montana	0	KY	MT
Kentucky	Nebraska	894	KY	NE
Kentucky	Nevada	404	KY	NV
Kentucky	New Hampshire	22	KY	NH
Kentucky	New Jersey	273	KY	NJ
Kentucky	New Mexico	463	KY	NM
Kentucky	New York	3383	KY	NY
Kentucky	North Carolina	3622	KY	NC
Kentucky	North Dakota	49	KY	ND
Kentucky	Ohio	14779	KY	OH
Kentucky	Oklahoma	786	KY	OK
Kentucky	Oregon	1143	KY	OR
Kentucky	Pennsylvania	3135	KY	PA
Kentucky	Rhode Island	0	KY	RI
Kentucky	South Carolina	1967	KY	SC
Kentucky	South Dakota	0	KY	SD
Kentucky	Tennessee	12533	KY	TN
Kentucky	Texas	5595	KY	TX
Kentucky	Utah	327	KY	UT
Kentucky	Vermont	0	KY	VT
Kentucky	Virginia	2015	KY	VA
Kentucky	Washington	1668	KY	WA
Kentucky	West Virginia	3349	KY	WV
Kentucky	Wisconsin	590	KY	WI
Kentucky	Wyoming	525	KY	WY
Louisiana	Alabama	3318	LA	AL
Louisiana	Alaska	101	LA	AK
Louisiana	Arizona	279	LA	AZ
Louisiana	Arkansas	2993	LA	AR
Louisiana	California	7318	LA	CA
Louisiana	Colorado	1178	LA	CO
Louisiana	Connecticut	164	LA	CT
Louisiana	Delaware	15	LA	DE
Louisiana	District of Columbia 	92	LA	DC
Louisiana	Florida	5404	LA	FL
Louisiana	Georgia	4077	LA	GA
Louisiana	Hawaii	302	LA	HI
Louisiana	Idaho	60	LA	ID
Louisiana	Illinois	2942	LA	IL
Louisiana	Indiana	1120	LA	IN
Louisiana	Iowa	457	LA	IA
Louisiana	Kansas	1115	LA	KS
Louisiana	Kentucky	2009	LA	KY
Louisiana	Louisiana	0	LA	LA
Louisiana	Maine	47	LA	ME
Louisiana	Maryland	1149	LA	MD
Louisiana	Massachusetts	837	LA	MA
Louisiana	Michigan	1776	LA	MI
Louisiana	Minnesota	592	LA	MN
Louisiana	Mississippi	11095	LA	MS
Louisiana	Missouri	738	LA	MO
Louisiana	Montana	57	LA	MT
Louisiana	Nebraska	112	LA	NE
Louisiana	Nevada	731	LA	NV
Louisiana	New Hampshire	51	LA	NH
Louisiana	New Jersey	1715	LA	NJ
Louisiana	New Mexico	524	LA	NM
Louisiana	New York	4417	LA	NY
Louisiana	North Carolina	2292	LA	NC
Louisiana	North Dakota	205	LA	ND
Louisiana	Ohio	1492	LA	OH
Louisiana	Oklahoma	2282	LA	OK
Louisiana	Oregon	112	LA	OR
Louisiana	Pennsylvania	1831	LA	PA
Louisiana	Rhode Island	161	LA	RI
Louisiana	South Carolina	1505	LA	SC
Louisiana	South Dakota	0	LA	SD
Louisiana	Tennessee	2957	LA	TN
Louisiana	Texas	19863	LA	TX
Louisiana	Utah	180	LA	UT
Louisiana	Vermont	0	LA	VT
Louisiana	Virginia	1732	LA	VA
Louisiana	Washington	1486	LA	WA
Louisiana	West Virginia	90	LA	WV
Louisiana	Wisconsin	322	LA	WI
Louisiana	Wyoming	26	LA	WY
Maine	Alabama	0	ME	AL
Maine	Alaska	32	ME	AK
Maine	Arizona	256	ME	AZ
Maine	Arkansas	0	ME	AR
Maine	California	1286	ME	CA
Maine	Colorado	585	ME	CO
Maine	Connecticut	1616	ME	CT
Maine	Delaware	0	ME	DE
Maine	District of Columbia 	120	ME	DC
Maine	Florida	2602	ME	FL
Maine	Georgia	108	ME	GA
Maine	Hawaii	346	ME	HI
Maine	Idaho	89	ME	ID
Maine	Illinois	297	ME	IL
Maine	Indiana	172	ME	IN
Maine	Iowa	212	ME	IA
Maine	Kansas	356	ME	KS
Maine	Kentucky	292	ME	KY
Maine	Louisiana	617	ME	LA
Maine	Maine	0	ME	ME
Maine	Maryland	216	ME	MD
Maine	Massachusetts	4433	ME	MA
Maine	Michigan	168	ME	MI
Maine	Minnesota	25	ME	MN
Maine	Mississippi	0	ME	MS
Maine	Missouri	0	ME	MO
Maine	Montana	16	ME	MT
Maine	Nebraska	225	ME	NE
Maine	Nevada	29	ME	NV
Maine	New Hampshire	4443	ME	NH
Maine	New Jersey	1255	ME	NJ
Maine	New Mexico	0	ME	NM
Maine	New York	1947	ME	NY
Maine	North Carolina	766	ME	NC
Maine	North Dakota	0	ME	ND
Maine	Ohio	478	ME	OH
Maine	Oklahoma	42	ME	OK
Maine	Oregon	471	ME	OR
Maine	Pennsylvania	987	ME	PA
Maine	Rhode Island	890	ME	RI
Maine	South Carolina	418	ME	SC
Maine	South Dakota	22	ME	SD
Maine	Tennessee	220	ME	TN
Maine	Texas	1817	ME	TX
Maine	Utah	159	ME	UT
Maine	Vermont	769	ME	VT
Maine	Virginia	480	ME	VA
Maine	Washington	429	ME	WA
Maine	West Virginia	35	ME	WV
Maine	Wisconsin	189	ME	WI
Maine	Wyoming	208	ME	WY
Maryland	Alabama	1526	MD	AL
Maryland	Alaska	361	MD	AK
Maryland	Arizona	2649	MD	AZ
Maryland	Arkansas	54	MD	AR
Maryland	California	10859	MD	CA
Maryland	Colorado	3002	MD	CO
Maryland	Connecticut	2006	MD	CT
Maryland	Delaware	6454	MD	DE
Maryland	District of Columbia 	22051	MD	DC
Maryland	Florida	10321	MD	FL
Maryland	Georgia	5056	MD	GA
Maryland	Hawaii	3228	MD	HI
Maryland	Idaho	0	MD	ID
Maryland	Illinois	2248	MD	IL
Maryland	Indiana	2016	MD	IN
Maryland	Iowa	679	MD	IA
Maryland	Kansas	881	MD	KS
Maryland	Kentucky	391	MD	KY
Maryland	Louisiana	323	MD	LA
Maryland	Maine	109	MD	ME
Maryland	Maryland	0	MD	MD
Maryland	Massachusetts	3259	MD	MA
Maryland	Michigan	1915	MD	MI
Maryland	Minnesota	638	MD	MN
Maryland	Mississippi	767	MD	MS
Maryland	Missouri	1905	MD	MO
Maryland	Montana	148	MD	MT
Maryland	Nebraska	850	MD	NE
Maryland	Nevada	988	MD	NV
Maryland	New Hampshire	440	MD	NH
Maryland	New Jersey	7283	MD	NJ
Maryland	New Mexico	344	MD	NM
Maryland	New York	10850	MD	NY
Maryland	North Carolina	5562	MD	NC
Maryland	North Dakota	184	MD	ND
Maryland	Ohio	3477	MD	OH
Maryland	Oklahoma	533	MD	OK
Maryland	Oregon	299	MD	OR
Maryland	Pennsylvania	14928	MD	PA
Maryland	Rhode Island	799	MD	RI
Maryland	South Carolina	1764	MD	SC
Maryland	South Dakota	96	MD	SD
Maryland	Tennessee	1634	MD	TN
Maryland	Texas	5611	MD	TX
Maryland	Utah	318	MD	UT
Maryland	Vermont	174	MD	VT
Maryland	Virginia	24293	MD	VA
Maryland	Washington	1561	MD	WA
Maryland	West Virginia	2605	MD	WV
Maryland	Wisconsin	1183	MD	WI
Maryland	Wyoming	272	MD	WY
Massachusetts	Alabama	269	MA	AL
Massachusetts	Alaska	459	MA	AK
Massachusetts	Arizona	2110	MA	AZ
Massachusetts	Arkansas	576	MA	AR
Massachusetts	California	9519	MA	CA
Massachusetts	Colorado	2046	MA	CO
Massachusetts	Connecticut	8283	MA	CT
Massachusetts	Delaware	709	MA	DE
Massachusetts	District of Columbia 	1213	MA	DC
Massachusetts	Florida	11835	MA	FL
Massachusetts	Georgia	2383	MA	GA
Massachusetts	Hawaii	228	MA	HI
Massachusetts	Idaho	422	MA	ID
Massachusetts	Illinois	3192	MA	IL
Massachusetts	Indiana	1267	MA	IN
Massachusetts	Iowa	0	MA	IA
Massachusetts	Kansas	236	MA	KS
Massachusetts	Kentucky	122	MA	KY
Massachusetts	Louisiana	561	MA	LA
Massachusetts	Maine	3417	MA	ME
Massachusetts	Maryland	3696	MA	MD
Massachusetts	Massachusetts	0	MA	MA
Massachusetts	Michigan	1086	MA	MI
Massachusetts	Minnesota	1433	MA	MN
Massachusetts	Mississippi	499	MA	MS
Massachusetts	Missouri	1568	MA	MO
Massachusetts	Montana	30	MA	MT
Massachusetts	Nebraska	300	MA	NE
Massachusetts	Nevada	758	MA	NV
Massachusetts	New Hampshire	8220	MA	NH
Massachusetts	New Jersey	7201	MA	NJ
Massachusetts	New Mexico	326	MA	NM
Massachusetts	New York	23014	MA	NY
Massachusetts	North Carolina	2114	MA	NC
Massachusetts	North Dakota	96	MA	ND
Massachusetts	Ohio	1377	MA	OH
Massachusetts	Oklahoma	500	MA	OK
Massachusetts	Oregon	967	MA	OR
Massachusetts	Pennsylvania	7538	MA	PA
Massachusetts	Rhode Island	7407	MA	RI
Massachusetts	South Carolina	1115	MA	SC
Massachusetts	South Dakota	0	MA	SD
Massachusetts	Tennessee	316	MA	TN
Massachusetts	Texas	4398	MA	TX
Massachusetts	Utah	405	MA	UT
Massachusetts	Vermont	3046	MA	VT
Massachusetts	Virginia	3444	MA	VA
Massachusetts	Washington	1828	MA	WA
Massachusetts	West Virginia	286	MA	WV
Massachusetts	Wisconsin	827	MA	WI
Massachusetts	Wyoming	0	MA	WY
Michigan	Alabama	1387	MI	AL
Michigan	Alaska	1701	MI	AK
Michigan	Arizona	4007	MI	AZ
Michigan	Arkansas	992	MI	AR
Michigan	California	10202	MI	CA
Michigan	Colorado	1993	MI	CO
Michigan	Connecticut	764	MI	CT
Michigan	Delaware	114	MI	DE
Michigan	District of Columbia 	445	MI	DC
Michigan	Florida	11547	MI	FL
Michigan	Georgia	3687	MI	GA
Michigan	Hawaii	847	MI	HI
Michigan	Idaho	725	MI	ID
Michigan	Illinois	13252	MI	IL
Michigan	Indiana	9300	MI	IN
Michigan	Iowa	594	MI	IA
Michigan	Kansas	2267	MI	KS
Michigan	Kentucky	2111	MI	KY
Michigan	Louisiana	1291	MI	LA
Michigan	Maine	590	MI	ME
Michigan	Maryland	1214	MI	MD
Michigan	Massachusetts	3158	MI	MA
Michigan	Michigan	0	MI	MI
Michigan	Minnesota	3209	MI	MN
Michigan	Mississippi	633	MI	MS
Michigan	Missouri	3104	MI	MO
Michigan	Montana	683	MI	MT
Michigan	Nebraska	395	MI	NE
Michigan	Nevada	2044	MI	NV
Michigan	New Hampshire	397	MI	NH
Michigan	New Jersey	1359	MI	NJ
Michigan	New Mexico	868	MI	NM
Michigan	New York	4343	MI	NY
Michigan	North Carolina	3285	MI	NC
Michigan	North Dakota	879	MI	ND
Michigan	Ohio	14593	MI	OH
Michigan	Oklahoma	753	MI	OK
Michigan	Oregon	892	MI	OR
Michigan	Pennsylvania	5737	MI	PA
Michigan	Rhode Island	271	MI	RI
Michigan	South Carolina	1427	MI	SC
Michigan	South Dakota	558	MI	SD
Michigan	Tennessee	4846	MI	TN
Michigan	Texas	8466	MI	TX
Michigan	Utah	555	MI	UT
Michigan	Vermont	189	MI	VT
Michigan	Virginia	2836	MI	VA
Michigan	Washington	1951	MI	WA
Michigan	West Virginia	885	MI	WV
Michigan	Wisconsin	5136	MI	WI
Michigan	Wyoming	157	MI	WY
Minnesota	Alabama	105	MN	AL
Minnesota	Alaska	363	MN	AK
Minnesota	Arizona	3978	MN	AZ
Minnesota	Arkansas	405	MN	AR
Minnesota	California	6739	MN	CA
Minnesota	Colorado	2709	MN	CO
Minnesota	Connecticut	578	MN	CT
Minnesota	Delaware	34	MN	DE
Minnesota	District of Columbia 	282	MN	DC
Minnesota	Florida	3502	MN	FL
Minnesota	Georgia	1344	MN	GA
Minnesota	Hawaii	270	MN	HI
Minnesota	Idaho	486	MN	ID
Minnesota	Illinois	6974	MN	IL
Minnesota	Indiana	965	MN	IN
Minnesota	Iowa	6996	MN	IA
Minnesota	Kansas	1272	MN	KS
Minnesota	Kentucky	608	MN	KY
Minnesota	Louisiana	382	MN	LA
Minnesota	Maine	77	MN	ME
Minnesota	Maryland	1270	MN	MD
Minnesota	Massachusetts	1369	MN	MA
Minnesota	Michigan	2742	MN	MI
Minnesota	Minnesota	0	MN	MN
Minnesota	Mississippi	220	MN	MS
Minnesota	Missouri	1812	MN	MO
Minnesota	Montana	760	MN	MT
Minnesota	Nebraska	2073	MN	NE
Minnesota	Nevada	427	MN	NV
Minnesota	New Hampshire	455	MN	NH
Minnesota	New Jersey	419	MN	NJ
Minnesota	New Mexico	712	MN	NM
Minnesota	New York	3529	MN	NY
Minnesota	North Carolina	2622	MN	NC
Minnesota	North Dakota	7636	MN	ND
Minnesota	Ohio	2525	MN	OH
Minnesota	Oklahoma	661	MN	OK
Minnesota	Oregon	864	MN	OR
Minnesota	Pennsylvania	662	MN	PA
Minnesota	Rhode Island	144	MN	RI
Minnesota	South Carolina	330	MN	SC
Minnesota	South Dakota	5362	MN	SD
Minnesota	Tennessee	1773	MN	TN
Minnesota	Texas	4814	MN	TX
Minnesota	Utah	1100	MN	UT
Minnesota	Vermont	12	MN	VT
Minnesota	Virginia	4014	MN	VA
Minnesota	Washington	2404	MN	WA
Minnesota	West Virginia	34	MN	WV
Minnesota	Wisconsin	18934	MN	WI
Minnesota	Wyoming	728	MN	WY
Mississippi	Alabama	6827	MS	AL
Mississippi	Alaska	474	MS	AK
Mississippi	Arizona	337	MS	AZ
Mississippi	Arkansas	1497	MS	AR
Mississippi	California	3566	MS	CA
Mississippi	Colorado	522	MS	CO
Mississippi	Connecticut	0	MS	CT
Mississippi	Delaware	0	MS	DE
Mississippi	District of Columbia 	0	MS	DC
Mississippi	Florida	6113	MS	FL
Mississippi	Georgia	3111	MS	GA
Mississippi	Hawaii	235	MS	HI
Mississippi	Idaho	262	MS	ID
Mississippi	Illinois	1371	MS	IL
Mississippi	Indiana	757	MS	IN
Mississippi	Iowa	328	MS	IA
Mississippi	Kansas	162	MS	KS
Mississippi	Kentucky	1002	MS	KY
Mississippi	Louisiana	8678	MS	LA
Mississippi	Maine	0	MS	ME
Mississippi	Maryland	681	MS	MD
Mississippi	Massachusetts	906	MS	MA
Mississippi	Michigan	957	MS	MI
Mississippi	Minnesota	10	MS	MN
Mississippi	Mississippi	0	MS	MS
Mississippi	Missouri	702	MS	MO
Mississippi	Montana	248	MS	MT
Mississippi	Nebraska	18	MS	NE
Mississippi	Nevada	732	MS	NV
Mississippi	New Hampshire	0	MS	NH
Mississippi	New Jersey	1604	MS	NJ
Mississippi	New Mexico	106	MS	NM
Mississippi	New York	271	MS	NY
Mississippi	North Carolina	1088	MS	NC
Mississippi	North Dakota	0	MS	ND
Mississippi	Ohio	1109	MS	OH
Mississippi	Oklahoma	1190	MS	OK
Mississippi	Oregon	97	MS	OR
Mississippi	Pennsylvania	360	MS	PA
Mississippi	Rhode Island	0	MS	RI
Mississippi	South Carolina	731	MS	SC
Mississippi	South Dakota	0	MS	SD
Mississippi	Tennessee	9494	MS	TN
Mississippi	Texas	8842	MS	TX
Mississippi	Utah	70	MS	UT
Mississippi	Vermont	0	MS	VT
Mississippi	Virginia	1794	MS	VA
Mississippi	Washington	1589	MS	WA
Mississippi	West Virginia	725	MS	WV
Mississippi	Wisconsin	754	MS	WI
Mississippi	Wyoming	31	MS	WY
Missouri	Alabama	1449	MO	AL
Missouri	Alaska	920	MO	AK
Missouri	Arizona	3305	MO	AZ
Missouri	Arkansas	7887	MO	AR
Missouri	California	9646	MO	CA
Missouri	Colorado	4791	MO	CO
Missouri	Connecticut	268	MO	CT
Missouri	Delaware	254	MO	DE
Missouri	District of Columbia 	405	MO	DC
Missouri	Florida	7190	MO	FL
Missouri	Georgia	2055	MO	GA
Missouri	Hawaii	1357	MO	HI
Missouri	Idaho	915	MO	ID
Missouri	Illinois	23915	MO	IL
Missouri	Indiana	3563	MO	IN
Missouri	Iowa	6004	MO	IA
Missouri	Kansas	20834	MO	KS
Missouri	Kentucky	1724	MO	KY
Missouri	Louisiana	690	MO	LA
Missouri	Maine	275	MO	ME
Missouri	Maryland	918	MO	MD
Missouri	Massachusetts	1719	MO	MA
Missouri	Michigan	1647	MO	MI
Missouri	Minnesota	2813	MO	MN
Missouri	Mississippi	1930	MO	MS
Missouri	Missouri	0	MO	MO
Missouri	Montana	99	MO	MT
Missouri	Nebraska	3820	MO	NE
Missouri	Nevada	1600	MO	NV
Missouri	New Hampshire	137	MO	NH
Missouri	New Jersey	1291	MO	NJ
Missouri	New Mexico	685	MO	NM
Missouri	New York	3176	MO	NY
Missouri	North Carolina	4526	MO	NC
Missouri	North Dakota	392	MO	ND
Missouri	Ohio	4660	MO	OH
Missouri	Oklahoma	4893	MO	OK
Missouri	Oregon	2044	MO	OR
Missouri	Pennsylvania	1901	MO	PA
Missouri	Rhode Island	200	MO	RI
Missouri	South Carolina	1360	MO	SC
Missouri	South Dakota	858	MO	SD
Missouri	Tennessee	2940	MO	TN
Missouri	Texas	9634	MO	TX
Missouri	Utah	955	MO	UT
Missouri	Vermont	0	MO	VT
Missouri	Virginia	1867	MO	VA
Missouri	Washington	2611	MO	WA
Missouri	West Virginia	498	MO	WV
Missouri	Wisconsin	1932	MO	WI
Missouri	Wyoming	599	MO	WY
Montana	Alabama	0	MT	AL
Montana	Alaska	657	MT	AK
Montana	Arizona	1187	MT	AZ
Montana	Arkansas	320	MT	AR
Montana	California	4339	MT	CA
Montana	Colorado	3268	MT	CO
Montana	Connecticut	0	MT	CT
Montana	Delaware	0	MT	DE
Montana	District of Columbia 	0	MT	DC
Montana	Florida	955	MT	FL
Montana	Georgia	568	MT	GA
Montana	Hawaii	99	MT	HI
Montana	Idaho	5182	MT	ID
Montana	Illinois	1012	MT	IL
Montana	Indiana	1564	MT	IN
Montana	Iowa	606	MT	IA
Montana	Kansas	301	MT	KS
Montana	Kentucky	102	MT	KY
Montana	Louisiana	0	MT	LA
Montana	Maine	201	MT	ME
Montana	Maryland	153	MT	MD
Montana	Massachusetts	39	MT	MA
Montana	Michigan	791	MT	MI
Montana	Minnesota	633	MT	MN
Montana	Mississippi	61	MT	MS
Montana	Missouri	1452	MT	MO
Montana	Montana	0	MT	MT
Montana	Nebraska	168	MT	NE
Montana	Nevada	1151	MT	NV
Montana	New Hampshire	283	MT	NH
Montana	New Jersey	133	MT	NJ
Montana	New Mexico	21	MT	NM
Montana	New York	139	MT	NY
Montana	North Carolina	1358	MT	NC
Montana	North Dakota	1801	MT	ND
Montana	Ohio	294	MT	OH
Montana	Oklahoma	105	MT	OK
Montana	Oregon	408	MT	OR
Montana	Pennsylvania	143	MT	PA
Montana	Rhode Island	51	MT	RI
Montana	South Carolina	71	MT	SC
Montana	South Dakota	308	MT	SD
Montana	Tennessee	179	MT	TN
Montana	Texas	3235	MT	TX
Montana	Utah	1807	MT	UT
Montana	Vermont	15	MT	VT
Montana	Virginia	331	MT	VA
Montana	Washington	4959	MT	WA
Montana	West Virginia	50	MT	WV
Montana	Wisconsin	251	MT	WI
Montana	Wyoming	2009	MT	WY
Nebraska	Alabama	32	NE	AL
Nebraska	Alaska	122	NE	AK
Nebraska	Arizona	1489	NE	AZ
Nebraska	Arkansas	741	NE	AR
Nebraska	California	3317	NE	CA
Nebraska	Colorado	3571	NE	CO
Nebraska	Connecticut	300	NE	CT
Nebraska	Delaware	34	NE	DE
Nebraska	District of Columbia 	13	NE	DC
Nebraska	Florida	1805	NE	FL
Nebraska	Georgia	556	NE	GA
Nebraska	Hawaii	110	NE	HI
Nebraska	Idaho	299	NE	ID
Nebraska	Illinois	4450	NE	IL
Nebraska	Indiana	539	NE	IN
Nebraska	Iowa	6081	NE	IA
Nebraska	Kansas	3294	NE	KS
Nebraska	Kentucky	508	NE	KY
Nebraska	Louisiana	516	NE	LA
Nebraska	Maine	586	NE	ME
Nebraska	Maryland	259	NE	MD
Nebraska	Massachusetts	40	NE	MA
Nebraska	Michigan	753	NE	MI
Nebraska	Minnesota	2156	NE	MN
Nebraska	Mississippi	218	NE	MS
Nebraska	Missouri	2276	NE	MO
Nebraska	Montana	307	NE	MT
Nebraska	Nebraska	0	NE	NE
Nebraska	Nevada	393	NE	NV
Nebraska	New Hampshire	0	NE	NH
Nebraska	New Jersey	45	NE	NJ
Nebraska	New Mexico	1542	NE	NM
Nebraska	New York	834	NE	NY
Nebraska	North Carolina	818	NE	NC
Nebraska	North Dakota	575	NE	ND
Nebraska	Ohio	343	NE	OH
Nebraska	Oklahoma	1139	NE	OK
Nebraska	Oregon	299	NE	OR
Nebraska	Pennsylvania	692	NE	PA
Nebraska	Rhode Island	0	NE	RI
Nebraska	South Carolina	159	NE	SC
Nebraska	South Dakota	2117	NE	SD
Nebraska	Tennessee	478	NE	TN
Nebraska	Texas	4460	NE	TX
Nebraska	Utah	801	NE	UT
Nebraska	Vermont	8	NE	VT
Nebraska	Virginia	1003	NE	VA
Nebraska	Washington	785	NE	WA
Nebraska	West Virginia	0	NE	WV
Nebraska	Wisconsin	1341	NE	WI
Nebraska	Wyoming	746	NE	WY
Nevada	Alabama	1830	NV	AL
Nevada	Alaska	1017	NV	AK
Nevada	Arizona	5598	NV	AZ
Nevada	Arkansas	50	NV	AR
Nevada	California	54765	NV	CA
Nevada	Colorado	2058	NV	CO
Nevada	Connecticut	1681	NV	CT
Nevada	Delaware	0	NV	DE
Nevada	District of Columbia 	94	NV	DC
Nevada	Florida	6001	NV	FL
Nevada	Georgia	868	NV	GA
Nevada	Hawaii	3747	NV	HI
Nevada	Idaho	2514	NV	ID
Nevada	Illinois	3552	NV	IL
Nevada	Indiana	2149	NV	IN
Nevada	Iowa	651	NV	IA
Nevada	Kansas	855	NV	KS
Nevada	Kentucky	707	NV	KY
Nevada	Louisiana	318	NV	LA
Nevada	Maine	66	NV	ME
